plotID,date,year,doy,ndvi,nbr,npix
HARV_050,2025-10-18,2025,291,0.4448,0.3611,16
HARV_048,2025-10-18,2025,291,0.428,0.3538,16
HARV_036,2025-10-18,2025,291,0.2947,0.21,16
HARV_052,2025-10-18,2025,291,0.4539,0.356,16
HARV_049,2025-10-18,2025,291,0.4378,0.3556,16
HARV_047,2025-10-18,2025,291,0.4922,0.403,16
HARV_044,2025-10-18,2025,291,0.4536,0.3811,8
HARV_040,2025-10-18,2025,291,0.4704,0.3753,16
HARV_033,2025-10-18,2025,291,0.5049,0.4119,16
HARV_051,2025-10-18,2025,291,0.4164,0.32,12
HARV_034,2025-10-18,2025,291,0.4399,0.3541,16
HARV_015,2025-10-18,2025,291,0.4365,0.3467,4
HARV_022,2025-10-03,2025,276,0.4818,0.3805,16
HARV_043,2025-10-03,2025,276,0.5349,0.4346,16
HARV_035,2025-10-03,2025,276,0.5231,0.4386,16
HARV_037,2025-10-03,2025,276,0.5552,0.4193,16
HARV_023,2025-10-03,2025,276,0.4051,0.3232,12
HARV_039,2025-10-03,2025,276,0.5248,0.4311,16
HARV_045,2025-10-03,2025,276,0.515,0.4313,16
