plotID,insitu_mortdmg_max,insitu_peak_year,insitu_spike,insitu_burn,insitu_insect,insitu_dead_max,insitu_dist
ORNL_008,0.27102803738317754,2025,0.2428590232986705,0.0,0.0,0.056818181818181816,0
ORNL_009,0.16433566433566435,2025,0.08741258741258742,0.0,0.0,0.0759493670886076,0
ORNL_010,0.21951219512195122,2025,0.19284552845528455,0.0,0.0,0.10975609756097561,0
ORNL_012,0.3902439024390244,2017,0.22357723577235775,0.0,0.0,0.2682926829268293,0
ORNL_014,0.29357798165137616,2025,0.23903252710592163,0.0,0.0,0.10714285714285714,0
ORNL_015,0.26153846153846155,2025,0.0,0.0,0.0,0.03076923076923077,0
ORNL_017,0.18478260869565216,2025,0.0,0.0,0.0,0.05434782608695652,0
ORNL_018,0.34210526315789475,2026,0.0,0.0,0.0,0.06578947368421052,0
ORNL_019,0.22784810126582278,2026,0.0,0.0,0.0,0.06329113924050633,0
ORNL_021,0.8275862068965517,2018,0.8043303929430633,0.0,0.0,0.8275862068965517,1
ORNL_027,0.3299492385786802,2021,0.2605047941342358,0.0,0.0,0.20833333333333334,1
ORNL_029,0.2892561983471075,2025,0.24238119834710747,0.0,0.0,0.17355371900826447,0
ORNL_031,0.6,2015,0.6,0.0,0.0,0.6,1
ORNL_032,0.10891089108910891,2017,0.038910891089108904,0.0,0.0,0.10891089108910891,0
ORNL_033,0.17567567567567569,2017,0.1010488100040339,0.0,0.0,0.13513513513513514,0
ORNL_035,0.15833333333333333,2017,0.033333333333333326,0.0,0.0,0.14166666666666666,0
ORNL_036,0.23232323232323232,2023,0.20202020202020202,0.0,0.0,0.06756756756756757,0
ORNL_037,0.12142857142857143,2023,0.046562261268143626,0.0,0.0,0.09852216748768473,0
ORNL_043,0.20618556701030927,2019,0.09254920337394562,0.0,0.0,0.15555555555555556,0
ORNL_044,0.012345679012345678,2018,0.012345679012345678,0.0,0.0,0.0,0
ORNL_045,0.34545454545454546,2023,0.26363636363636367,0.0,0.0,0.11206896551724138,1
ORNL_046,0.226890756302521,2023,0.13828316136581215,0.0,0.0,0.15789473684210525,0
ORNL_049,0.19594594594594594,2025,0.1480007404664939,0.0,0.0,0.11464968152866242,0
ORNL_050,0.3106060606060606,2023,0.2367805572503559,0.0,0.0,0.125,0
ORNL_051,0.17857142857142858,2023,0.17857142857142858,0.0,0.0,0.0196078431372549,0
ORNL_052,0.31521739130434784,2024,0.258765778401122,0.0,0.0,0.08661417322834646,1
ORNL_053,0.31052631578947365,2025,0.29965675057208235,0.0,0.0,0.06315789473684211,1
ORNL_054,0.4158415841584158,2023,0.37159379654779634,0.0,0.0,0.10891089108910891,1
ORNL_055,0.20689655172413793,2024,0.1279491833030853,0.0,0.0,0.13333333333333333,0
ORNL_056,0.29591836734693877,2024,0.2693226226660877,0.0,0.0,0.07142857142857142,1
ORNL_057,0.31967213114754095,2025,0.2613387978142076,0.0,0.0,0.10655737704918032,1
ORNL_058,0.3177570093457944,2024,0.24083393242271744,0.0,0.0,0.1308411214953271,0
